Headline,Score,Name,Country,Region,Continent,Site,Collected
In-form Pumas sense chance of history in All Blacks clash,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
New poll claims two-thirds think Cristina should go to jail,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Peronism in a state of ‘alert and mobilisation,’ plans march for CFK",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Opposition denounces President Fernández’s 'mafia threat’ to prosecutor,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Report: Argentina may request new loan from IMF’s ‘resilience’ trust,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Bolsonaro fetes Emperor Pedro I's heart,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Messi's Argentina prove top draw at World Cup, says Qatar 2022 official",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Fernández de Kirchner goes on offensive, denying graft trial claims",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Argentines withdraw US$1 billion from bank accounts amid turmoil,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Economy grew 6.3% in the first half of 2022, says INDEC",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Argentina to tighten import controls to preserve reserves,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Brazil's Bolsonaro a 'cheap copy of Trump': Lula,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Colombia's president names ex-guerrilla as intel chief,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Emperor Pedro I's heart returns to Brazil for 'state visit',0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Prosecutor urges 12 years of prison for Fernández de Kirchner,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Prosecutors seek lengthy jail term for Cristina Fernández de Kirchner,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
'Ultra-processed' foods law comes into force in Argentina,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Nicaragua detains dissident bishop for 'provocative' activities,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Leader of 2005 Peru uprising released early from prison,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Gabriel Rubinstein appointed economic planning secretary,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
FOREIGN POLICY & DIPLOMACY,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
AND THAT REMINDS ME…,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
THE WEEK IN REVIEW,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Cristina & the courts,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
MASSA’S TRIP TO WASHINGTON,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Heart of two nations,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Qatar 2022 World Cup,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"The last leader of the Soviet Union, Mikhail Gorbachev, has died at the age of 91 in Russia.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Policy aims to target welfare recipients who opt for informal, all-cash jobs to avoid losing government benefits and persuade them to stay in the system.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Colombian President Gustavo Petro makes his international debut at Andean Community of Nations (CAN) summit in Lima; Bolivia, Colombia, Ecuador and Peru call for Argentina, Chile and Venezuela to join the bloc.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Study, carried out by the Women, Gender & Diversity Ministry Ministry and part of an EU-UN initiative, quizzed more than 12,000 people across 12 provinces nationwide.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Demonstrations in support of Cristina Fernández de Kirchner take place across Argentina, with clashes between activists and police at their epicentre in the wealthy City neighbourhood of Recoleta; Vice-president accuses opposition of wanting to exterminate Peronism in speech to supporters.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Argentina’s Judiciary is deeply political and impressively dexterous in shifting the sails to match the winds, whether it’s time to speed up or slow down.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"The difference here is that while Cristina Fernández de Kirchner is effectively being charged with past misdoings during her presidency like Carlos Menem before her or Macri now, she still holds executive office.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Cristina Fernández de Kirchner's exposure in this trial will be a deep blow to the vice-president's prestige, with significant political consequences.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Chile, a country that’s long prided itself on having the most stable economy in all of Latin America, is facing a sudden turn toward stagflation.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Two front-runners in Brazil's upcoming election waste no time in attacking each other in first televised debate.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"In under two years, PIX has become the most popular form of payment in Brazil, surpassing credit and debit cards.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
New restrictions on imports form part of the government’s frantic attempt to stabilise currency and curb inflation.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"About 1.4 million people bought greenbacks on the formal market in July, up nearly 60 percent from June, according to Central Bank data.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"In September, Argentina will sit down with the IMF to discuss the objectives pledged for the second half of the year. Two variables will be under the microscope: inflation and the Central Bank’s level of dollar support. The technocrats responding to Kristalina Georgieva will not accept creative accountancy. Agreements with foreign banks to beef up reserves are on the cards.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Last month, the gross debt in a situation of normal payment rose to US$378.307 billion – around US$17 billion more than at the start of the year and US$35.747 billion more than July last year. In other words, the current fiscal deficit is close to three percent of gross domestic product, far from the targets pledged to the International Monetary Fund (IMF), whose review will begin in a few weeks. To meet them, the Central Bank would have to recover almost US$6 billion of reserves by December.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Authorities seize 1.6 tons of cocaine hidden in animal feed destined for Dubai and detained 12 people.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Genetically modified crops, which have for years been heavily criticised by environmentalists, are benefitting from new technological developments and health and safety approvals overseas.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Presidents of Argentina, Bolivia, Colombia and Mexico slam “unjustifiable judicial persecution” of Cristina Fernández de Kirchner in communiqué.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Portfolio headed by Sergio Massa is moving forward with plans to introduce a monotributo tech exchange rate for freelancers in the knowledge economy.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Report by journalist Luciana Bertoia reveals a second federal agent, in addition to Alfredo Astiz, managed to obtain first-hand information about the human rights group after infiltrating their inner circle.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Twenty-seven-year-old nurse in custody over suspicions related to the deaths of at least two babies born at a hospital in Córdoba.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"19-08-2022 16:29 British labour economist and University of London professor on unconditional basic income, the poverty trap and the ‘precariat.’",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"19-08-2022 13:18 In a feature-length interview, jailed Túpac Amaru leader Milagro Sala criticises Jujuy Province Governor Gerardo Morales and the courts, while calling on all political parties to work together to tackle rising poverty.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"17-08-2022 16:41 Don Julio, Buenos Aires’ famed parrilla, has been named as one of the world’s Best 50 restaurants. Chef Pablo Rivero is the face of the family-run business renowned for its cuisine.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
MALBA modern art in Argentina museum to put record-breaking self-portrait by Frida Kahlo on display; Mexican artist’s creation was purchased last year by Eduardo Constantini and is the highest-priced Latin American artwork in history.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"by Rachel Cortes
In the past few years, veganism has exploded in beef-obsessed Argentina – especially in the nation’s capital. A guide to why it happened, the stores and restaurants leading the plant-based revolution and notes on how you can adopt a greener, healthier, ethical lifestyle.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
A selection of the news that grabbed our attention over the last seven days in Argentina.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
US Senator Ted Cruz calls on US State Department to impose sanctions against Vice-President Cristina Fernández de Kirchner over corruption allegations.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
"Musician and composer Jorge Milchberg, best known for his 1960s arrangement of the Andean melody 'El cóndor pasa,' has died in Paris at the age of 93.",0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
New investigation in Argentina aims to prevent long-term brain injuries that can cause cognitive deterioration.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
Argentina are already riding high atop The Rugby Championship standings and are now setting their sights on a historic first win over the All Blacks on New Zealand soil on Saturday.,0,Buenos Aires Times,Argentina,South America,Latin America,https://www.batimes.com.ar/,20220831
